episode,reward,coverage_pct,epsilon,q_states
162,388.900,100.00,0.83800,210
163,408.750,100.00,0.83700,211
164,406.750,100.00,0.83600,213
165,415.200,100.00,0.83500,213
166,406.500,100.00,0.83400,213
167,420.300,100.00,0.83300,213
168,396.450,100.00,0.83200,215
169,405.350,100.00,0.83100,215
170,383.550,100.00,0.83000,216
171,415.250,100.00,0.82900,216
172,417.650,100.00,0.82800,216
173,390.950,100.00,0.82700,216
174,410.200,100.00,0.82600,216
175,406.550,100.00,0.82500,216
176,408.750,100.00,0.82400,216
177,399.550,100.00,0.82300,216
178,417.000,100.00,0.82200,216
179,407.250,100.00,0.82100,218
180,414.850,100.00,0.82000,218
181,401.650,100.00,0.81900,218
182,405.200,100.00,0.81800,218
183,393.350,100.00,0.81700,218
184,403.900,100.00,0.81600,218
185,414.350,100.00,0.81500,218
186,412.650,100.00,0.81400,218
187,387.400,100.00,0.81300,218
188,404.050,100.00,0.81200,218
189,410.950,100.00,0.81100,218
190,428.950,100.00,0.81000,218
191,419.500,100.00,0.80900,218
192,414.150,100.00,0.80800,218
193,416.400,100.00,0.80700,219
194,424.100,100.00,0.80600,220
195,416.200,100.00,0.80500,221
196,402.600,100.00,0.80400,221
197,406.800,100.00,0.80300,221
198,412.150,100.00,0.80200,221
199,412.200,100.00,0.80100,222
200,389.700,100.00,0.80000,223
201,405.800,100.00,0.79900,223
202,409.250,100.00,0.79800,223
203,400.150,100.00,0.79700,223
204,398.950,100.00,0.79600,223
205,402.550,100.00,0.79500,223
206,396.500,100.00,0.79400,223
207,413.950,100.00,0.79300,223
208,424.100,100.00,0.79200,223
209,410.350,100.00,0.79100,223
210,413.800,100.00,0.79000,223
211,420.750,100.00,0.78900,223
212,412.050,100.00,0.78800,223
213,421.700,100.00,0.78700,223
214,416.550,100.00,0.78600,224
215,404.050,100.00,0.78500,224
216,401.750,100.00,0.78400,224
217,417.000,100.00,0.78300,225
218,409.200,100.00,0.78200,225
219,415.850,100.00,0.78100,225
220,415.600,100.00,0.78000,225
221,408.950,100.00,0.77900,226
222,415.250,100.00,0.77800,226
223,404.750,100.00,0.77700,226
224,409.700,100.00,0.77600,226
225,408.400,100.00,0.77500,227
226,407.550,100.00,0.77400,228
227,420.500,100.00,0.77300,228
228,419.800,100.00,0.77200,229
229,398.100,100.00,0.77100,229
230,406.450,100.00,0.77000,229
231,406.900,100.00,0.76900,229
232,410.350,100.00,0.76800,230
233,409.750,100.00,0.76700,231
234,424.900,100.00,0.76600,231
235,399.350,100.00,0.76500,231
236,405.900,100.00,0.76400,231
237,409.100,100.00,0.76300,231
238,397.450,100.00,0.76200,231
239,393.200,100.00,0.76100,231
240,399.050,100.00,0.76000,231
241,411.450,100.00,0.75900,231
242,394.050,100.00,0.75800,231
243,423.400,100.00,0.75700,231
244,402.750,100.00,0.75600,231
245,417.650,100.00,0.75500,232
246,398.600,100.00,0.75400,232
247,402.350,100.00,0.75300,233
248,418.950,100.00,0.75200,233
249,404.500,100.00,0.75100,233
250,401.050,100.00,0.75000,233
251,406.800,100.00,0.74900,233
252,403.400,100.00,0.74800,233
253,414.600,100.00,0.74700,233
254,402.950,100.00,0.74600,233
255,416.450,100.00,0.74500,233
256,416.250,100.00,0.74400,233
257,379.200,100.00,0.74300,233
258,399.200,100.00,0.74200,233
259,424.400,100.00,0.74100,233
260,417.050,100.00,0.74000,233
261,410.350,100.00,0.73900,233
262,418.950,100.00,0.73800,233
263,421.400,100.00,0.73700,233
264,414.950,100.00,0.73600,234
265,395.950,100.00,0.73500,234
266,411.400,100.00,0.73400,234
267,406.850,100.00,0.73300,235
268,407.800,100.00,0.73200,235
269,411.750,100.00,0.73100,236
270,398.550,100.00,0.73000,236
271,417.550,100.00,0.72900,236
272,409.750,100.00,0.72800,236
273,396.150,100.00,0.72700,236
274,429.500,100.00,0.72600,236
275,400.600,100.00,0.72500,236
276,402.100,100.00,0.72400,237
277,412.300,100.00,0.72300,237
278,417.050,100.00,0.72200,237
279,410.500,100.00,0.72100,237
280,401.700,100.00,0.72000,237
281,417.000,100.00,0.71900,237
282,406.250,100.00,0.71800,237
283,408.450,100.00,0.71700,237
284,401.600,100.00,0.71600,237
285,402.500,100.00,0.71500,237
286,384.600,100.00,0.71400,238
287,425.050,100.00,0.71300,238
288,404.900,100.00,0.71200,238
289,422.300,100.00,0.71100,238
290,404.650,100.00,0.71000,238
291,403.400,100.00,0.70900,238
292,413.800,100.00,0.70800,238
293,393.600,100.00,0.70700,238
294,398.600,100.00,0.70600,238
295,399.400,100.00,0.70500,238
296,415.700,100.00,0.70400,238
297,414.450,100.00,0.70300,238
298,411.050,100.00,0.70200,238
299,405.700,100.00,0.70100,238
300,409.800,100.00,0.70000,238
301,417.550,100.00,0.69900,238
302,402.350,100.00,0.69800,238
303,407.150,100.00,0.69700,238
304,421.300,100.00,0.69600,238
305,414.100,100.00,0.69500,238
306,415.350,100.00,0.69400,239
307,414.850,100.00,0.69300,239
308,406.850,100.00,0.69200,239
309,413.750,100.00,0.69100,239
310,405.550,100.00,0.69000,240
311,406.950,100.00,0.68900,240
312,418.500,100.00,0.68800,240
313,393.550,100.00,0.68700,241
314,403.600,100.00,0.68600,241
315,400.800,100.00,0.68500,241
316,409.150,100.00,0.68400,241
317,412.700,100.00,0.68300,241
318,402.050,100.00,0.68200,242
319,408.200,100.00,0.68100,242
320,410.350,100.00,0.68000,242
321,410.900,100.00,0.67900,242
322,405.050,100.00,0.67800,242
323,401.000,100.00,0.67700,242
324,417.850,100.00,0.67600,242
325,413.350,100.00,0.67500,242
326,405.350,100.00,0.67400,242
327,419.450,100.00,0.67300,242
328,414.500,100.00,0.67200,242
329,407.350,100.00,0.67100,242
330,415.400,100.00,0.67000,242
331,408.500,100.00,0.66900,242
332,413.450,100.00,0.66800,242
333,415.350,100.00,0.66700,242
334,409.100,100.00,0.66600,242
335,417.600,100.00,0.66500,242
336,407.500,100.00,0.66400,242
337,414.750,100.00,0.66300,242
338,415.900,100.00,0.66200,242
339,408.400,100.00,0.66100,242
340,399.700,100.00,0.66000,242
341,412.350,100.00,0.65900,244
342,415.450,100.00,0.65800,244
343,396.700,100.00,0.65700,244
344,397.650,100.00,0.65600,244
345,401.850,100.00,0.65500,244
346,408.000,100.00,0.65400,244
347,410.600,100.00,0.65300,244
348,408.850,100.00,0.65200,245
349,395.750,100.00,0.65100,245
350,424.600,100.00,0.65000,245
351,415.300,100.00,0.64900,245
352,406.600,100.00,0.64800,245
353,403.200,100.00,0.64700,247
354,417.800,100.00,0.64600,247
355,407.150,100.00,0.64500,247
356,420.600,100.00,0.64400,247
357,401.550,100.00,0.64300,247
358,394.300,100.00,0.64200,247
359,415.150,100.00,0.64100,247
360,383.350,100.00,0.64000,247
361,416.750,100.00,0.63900,247
362,403.550,100.00,0.63800,247
363,394.200,100.00,0.63700,248
364,400.050,100.00,0.63600,248
365,409.600,100.00,0.63500,248
366,405.600,100.00,0.63400,248
367,427.100,100.00,0.63300,248
368,402.600,100.00,0.63200,248
369,421.550,100.00,0.63100,249
370,415.550,100.00,0.63000,249
371,409.100,100.00,0.62900,249
372,417.650,100.00,0.62800,250
373,409.850,100.00,0.62700,250
374,422.650,100.00,0.62600,250
375,412.550,100.00,0.62500,250
376,416.000,100.00,0.62400,250
377,392.700,100.00,0.62300,250
378,410.400,100.00,0.62200,250
379,407.850,100.00,0.62100,250
380,407.600,100.00,0.62000,250
381,408.050,100.00,0.61900,250
382,416.300,100.00,0.61800,250
383,402.200,100.00,0.61700,250
384,414.750,100.00,0.61600,250
385,417.500,100.00,0.61500,250
386,408.300,100.00,0.61400,250
387,395.400,100.00,0.61300,250
388,400.700,100.00,0.61200,250
389,398.250,100.00,0.61100,250
390,397.150,100.00,0.61000,250
391,406.050,100.00,0.60900,250
392,413.800,100.00,0.60800,250
393,409.700,100.00,0.60700,250
394,402.800,100.00,0.60600,250
395,392.950,100.00,0.60500,250
396,413.100,100.00,0.60400,250
397,399.000,100.00,0.60300,250
398,395.650,100.00,0.60200,250
399,403.450,100.00,0.60100,250
400,404.400,100.00,0.60000,250
401,417.250,100.00,0.59900,250
402,412.450,100.00,0.59800,250
403,412.500,100.00,0.59700,250
404,419.350,100.00,0.59600,250
405,414.250,100.00,0.59500,250
406,414.400,100.00,0.59400,250
407,399.450,100.00,0.59300,250
408,411.700,100.00,0.59200,250
409,376.700,100.00,0.59100,250
410,407.200,100.00,0.59000,250
411,401.550,100.00,0.58900,250
412,395.850,100.00,0.58800,250
413,414.500,100.00,0.58700,250
414,411.100,100.00,0.58600,250
415,404.200,100.00,0.58500,250
416,409.400,100.00,0.58400,250
417,414.050,100.00,0.58300,250
418,400.850,100.00,0.58200,250
419,400.550,100.00,0.58100,250
420,411.050,100.00,0.58000,250
421,423.600,100.00,0.57900,250
422,404.900,100.00,0.57800,250
423,404.150,100.00,0.57700,250
424,412.450,100.00,0.57600,250
425,419.150,100.00,0.57500,250
426,422.900,100.00,0.57400,250
427,412.500,100.00,0.57300,250
428,421.250,100.00,0.57200,250
429,413.300,100.00,0.57100,250
430,426.350,100.00,0.57000,250
431,420.850,100.00,0.56900,250
432,399.500,100.00,0.56800,250
433,404.150,100.00,0.56700,251
434,406.150,100.00,0.56600,251
435,409.200,100.00,0.56500,251
436,405.950,100.00,0.56400,253
437,411.450,100.00,0.56300,253
438,412.300,100.00,0.56200,253
439,406.650,100.00,0.56100,253
440,404.700,100.00,0.56000,253
441,422.250,100.00,0.55900,253
442,392.650,100.00,0.55800,253
443,408.250,100.00,0.55700,253
444,392.350,100.00,0.55600,253
445,407.500,100.00,0.55500,253
446,396.400,100.00,0.55400,253
447,407.250,100.00,0.55300,253
448,406.150,100.00,0.55200,253
449,423.050,100.00,0.55100,254
450,420.950,100.00,0.55000,254
451,406.450,100.00,0.54900,254
452,403.500,100.00,0.54800,254
453,390.800,100.00,0.54700,254
454,405.000,100.00,0.54600,254
455,415.150,100.00,0.54500,254
456,412.600,100.00,0.54400,254
457,405.950,100.00,0.54300,254
458,406.750,100.00,0.54200,254
459,407.850,100.00,0.54100,254
460,416.850,100.00,0.54000,255
461,402.550,100.00,0.53900,255
462,403.400,100.00,0.53800,255
463,417.400,100.00,0.53700,255
464,418.300,100.00,0.53600,255
465,412.450,100.00,0.53500,255
466,408.500,100.00,0.53400,255
467,412.400,100.00,0.53300,255
468,422.500,100.00,0.53200,255
469,416.950,100.00,0.53100,255
470,403.300,100.00,0.53000,255
471,422.250,100.00,0.52900,255
472,406.500,100.00,0.52800,255
473,401.450,100.00,0.52700,255
474,398.000,100.00,0.52600,255
475,395.300,100.00,0.52500,255
476,411.850,100.00,0.52400,255
477,407.100,100.00,0.52300,255
478,419.850,100.00,0.52200,255
479,408.850,100.00,0.52100,255
480,405.600,100.00,0.52000,255
481,410.200,100.00,0.51900,255
482,395.750,100.00,0.51800,255
483,419.850,100.00,0.51700,255
484,421.300,100.00,0.51600,255
485,399.350,100.00,0.51500,255
486,430.400,100.00,0.51400,255
487,409.200,100.00,0.51300,255
488,415.650,100.00,0.51200,255
489,418.600,100.00,0.51100,255
490,399.000,100.00,0.51000,255
491,414.050,100.00,0.50900,255
492,400.700,100.00,0.50800,255
493,410.150,100.00,0.50700,255
494,411.600,100.00,0.50600,255
495,414.000,100.00,0.50500,255
496,397.750,100.00,0.50400,255
497,408.050,100.00,0.50300,255
498,423.050,100.00,0.50200,256
499,417.500,100.00,0.50100,256
500,403.900,100.00,0.50000,256
501,411.350,100.00,0.49900,256
502,414.750,100.00,0.49800,256
503,392.100,100.00,0.49700,256
504,417.100,100.00,0.49600,256
505,404.600,100.00,0.49500,256
506,410.000,100.00,0.49400,256
507,399.500,100.00,0.49300,256
508,417.950,100.00,0.49200,256
509,412.600,100.00,0.49100,256
510,395.850,100.00,0.49000,256
511,410.500,100.00,0.48900,256
512,420.200,100.00,0.48800,256
513,419.150,100.00,0.48700,256
514,412.050,100.00,0.48600,256
515,405.450,100.00,0.48500,256
516,405.100,100.00,0.48400,256
517,401.300,100.00,0.48300,256
518,415.500,100.00,0.48200,256
519,401.400,100.00,0.48100,256
520,427.400,100.00,0.48000,256
521,415.800,100.00,0.47900,256
522,400.550,100.00,0.47800,256
523,422.600,100.00,0.47700,256
524,399.350,100.00,0.47600,256
525,407.300,100.00,0.47500,256
526,414.850,100.00,0.47400,256
527,415.750,100.00,0.47300,256
528,407.950,100.00,0.47200,256
529,412.100,100.00,0.47100,256
530,411.350,100.00,0.47000,256
531,421.600,100.00,0.46900,256
532,417.850,100.00,0.46800,256
533,406.100,100.00,0.46700,256
534,406.750,100.00,0.46600,256
535,415.850,100.00,0.46500,256
536,407.400,100.00,0.46400,256
537,409.900,100.00,0.46300,256
538,405.450,100.00,0.46200,256
539,408.750,100.00,0.46100,257
540,384.900,100.00,0.46000,257
541,412.050,100.00,0.45900,258
542,400.200,100.00,0.45800,258
543,416.000,100.00,0.45700,258
544,400.550,100.00,0.45600,258
545,410.000,100.00,0.45500,258
546,388.850,100.00,0.45400,258
547,421.250,100.00,0.45300,258
548,393.700,100.00,0.45200,258
549,409.050,100.00,0.45100,258
550,410.000,100.00,0.45000,258
551,405.900,100.00,0.44900,258
552,411.950,100.00,0.44800,258
553,401.350,100.00,0.44700,258
554,419.450,100.00,0.44600,258
555,413.100,100.00,0.44500,258
556,405.450,100.00,0.44400,258
557,392.600,100.00,0.44300,258
558,411.650,100.00,0.44200,258
559,422.000,100.00,0.44100,258
560,409.550,100.00,0.44000,258
561,408.850,100.00,0.43900,258
562,396.750,100.00,0.43800,258
563,393.750,100.00,0.43700,258
564,419.800,100.00,0.43600,258
565,413.900,100.00,0.43500,258
566,416.150,100.00,0.43400,258
567,415.150,100.00,0.43300,258
568,397.850,100.00,0.43200,258
569,416.250,100.00,0.43100,258
570,402.200,100.00,0.43000,258
571,391.800,100.00,0.42900,258
572,406.000,100.00,0.42800,258
573,414.850,100.00,0.42700,258
574,414.150,100.00,0.42600,258
575,415.050,100.00,0.42500,258
576,406.450,100.00,0.42400,258
577,403.850,100.00,0.42300,259
578,393.650,100.00,0.42200,259
579,416.600,100.00,0.42100,259
580,398.300,100.00,0.42000,259
581,391.950,100.00,0.41900,259
582,427.000,100.00,0.41800,259
583,417.650,100.00,0.41700,259
584,409.000,100.00,0.41600,259
585,409.100,100.00,0.41500,259
586,397.250,100.00,0.41400,259
587,402.100,100.00,0.41300,259
588,398.350,100.00,0.41200,259
589,409.450,100.00,0.41100,259
590,405.300,100.00,0.41000,259
591,375.700,100.00,0.40900,259
592,400.100,100.00,0.40800,259
593,411.750,100.00,0.40700,259
594,408.650,100.00,0.40600,259
595,427.700,100.00,0.40500,259
596,399.950,100.00,0.40400,259
597,420.600,100.00,0.40300,259
598,417.800,100.00,0.40200,259
599,416.100,100.00,0.40100,259
600,412.200,100.00,0.40000,259
601,416.900,100.00,0.39900,259
602,423.950,100.00,0.39800,259
603,419.450,100.00,0.39700,259
604,420.950,100.00,0.39600,259
605,415.750,100.00,0.39500,259
606,420.850,100.00,0.39400,259
607,414.900,100.00,0.39300,259
608,399.550,100.00,0.39200,259
609,398.800,100.00,0.39100,259
610,408.550,100.00,0.39000,259
611,408.000,100.00,0.38900,259
612,426.100,100.00,0.38800,259
613,407.300,100.00,0.38700,259
614,385.600,100.00,0.38600,259
615,403.300,100.00,0.38500,259
616,412.250,100.00,0.38400,259
617,408.500,100.00,0.38300,259
618,403.000,100.00,0.38200,259
619,421.100,100.00,0.38100,259
620,426.050,100.00,0.38000,259
621,408.550,100.00,0.37900,259
622,430.100,100.00,0.37800,259
623,408.950,100.00,0.37700,259
624,413.100,100.00,0.37600,259
625,411.200,100.00,0.37500,259
626,398.500,100.00,0.37400,259
627,404.550,100.00,0.37300,259
628,398.850,100.00,0.37200,259
629,394.600,100.00,0.37100,259
630,405.250,100.00,0.37000,259
631,401.400,100.00,0.36900,259
632,417.350,100.00,0.36800,259
633,405.000,100.00,0.36700,259
634,400.000,100.00,0.36600,259
635,417.200,100.00,0.36500,259
636,388.100,100.00,0.36400,259
637,389.900,100.00,0.36300,259
638,417.950,100.00,0.36200,259
639,391.250,100.00,0.36100,259
640,418.050,100.00,0.36000,259
641,397.650,100.00,0.35900,259
642,391.750,100.00,0.35800,259
643,416.650,100.00,0.35700,259
644,405.600,100.00,0.35600,259
645,413.000,100.00,0.35500,259
646,405.150,100.00,0.35400,259
647,397.550,100.00,0.35300,259
648,416.900,100.00,0.35200,259
649,412.100,100.00,0.35100,259
650,390.350,100.00,0.35000,259
651,425.250,100.00,0.34900,259
652,405.400,100.00,0.34800,259
653,406.400,100.00,0.34700,259
654,419.550,100.00,0.34600,259
655,425.750,100.00,0.34500,259
656,401.300,100.00,0.34400,259
657,413.750,100.00,0.34300,259
658,415.400,100.00,0.34200,259
659,408.050,100.00,0.34100,259
660,396.300,100.00,0.34000,259
661,404.450,100.00,0.33900,259
662,424.450,100.00,0.33800,259
663,412.500,100.00,0.33700,259
664,429.700,100.00,0.33600,259
665,405.700,100.00,0.33500,259
666,418.650,100.00,0.33400,259
667,401.200,100.00,0.33300,259
668,406.450,100.00,0.33200,259
669,403.000,100.00,0.33100,259
670,409.900,100.00,0.33000,259
671,391.600,100.00,0.32900,259
672,416.450,100.00,0.32800,259
673,394.550,100.00,0.32700,259
674,396.800,100.00,0.32600,259
675,420.800,100.00,0.32500,259
676,422.550,100.00,0.32400,259
677,405.900,100.00,0.32300,259
678,405.950,100.00,0.32200,259
679,395.150,100.00,0.32100,259
680,412.750,100.00,0.32000,259
681,398.550,100.00,0.31900,259
682,398.100,100.00,0.31800,259
683,401.000,100.00,0.31700,259
684,407.700,100.00,0.31600,259
685,395.600,100.00,0.31500,259
686,404.250,100.00,0.31400,259
687,412.100,100.00,0.31300,259
688,403.750,100.00,0.31200,259
689,410.000,100.00,0.31100,259
690,404.950,100.00,0.31000,259
691,406.400,100.00,0.30900,259
692,404.500,100.00,0.30800,259
693,386.550,100.00,0.30700,259
694,417.750,100.00,0.30600,259
695,417.200,100.00,0.30500,259
696,424.250,100.00,0.30400,259
697,406.150,100.00,0.30300,259
698,404.000,100.00,0.30200,259
699,424.500,100.00,0.30100,259
700,405.150,100.00,0.30000,259
701,406.850,100.00,0.29900,259
702,408.000,100.00,0.29800,259
703,394.550,100.00,0.29700,259
704,405.250,100.00,0.29600,259
705,408.100,100.00,0.29500,259
706,417.600,100.00,0.29400,259
707,409.800,100.00,0.29300,259
708,406.400,100.00,0.29200,259
709,393.900,100.00,0.29100,259
710,405.250,100.00,0.29000,259
711,408.400,100.00,0.28900,259
712,417.650,100.00,0.28800,259
713,413.300,100.00,0.28700,259
714,403.750,100.00,0.28600,259
715,413.400,100.00,0.28500,259
716,423.800,100.00,0.28400,259
717,417.900,100.00,0.28300,259
718,408.150,100.00,0.28200,259
719,415.100,100.00,0.28100,259
720,402.350,100.00,0.28000,259
721,413.700,100.00,0.27900,259
722,411.750,100.00,0.27800,259
723,398.800,100.00,0.27700,259
724,413.650,100.00,0.27600,259
725,411.600,100.00,0.27500,259
726,415.350,100.00,0.27400,259
727,389.850,100.00,0.27300,259
728,389.700,100.00,0.27200,259
729,410.500,100.00,0.27100,259
730,406.650,100.00,0.27000,259
731,405.100,100.00,0.26900,259
732,407.250,100.00,0.26800,259
733,421.950,100.00,0.26700,259
734,413.650,100.00,0.26600,259
735,414.100,100.00,0.26500,259
736,406.700,100.00,0.26400,259
737,418.750,100.00,0.26300,259
738,417.350,100.00,0.26200,259
739,411.350,100.00,0.26100,259
740,417.250,100.00,0.26000,259
741,400.800,100.00,0.25900,259
742,396.050,100.00,0.25800,260
743,404.100,100.00,0.25700,260
744,412.450,100.00,0.25600,260
745,408.500,100.00,0.25500,260
746,403.150,100.00,0.25400,260
747,424.850,100.00,0.25300,260
748,410.950,100.00,0.25200,260
749,399.700,100.00,0.25100,260
750,418.850,100.00,0.25000,260
751,402.250,100.00,0.24900,260
752,412.050,100.00,0.24800,260
753,409.950,100.00,0.24700,260
754,415.100,100.00,0.24600,260
755,414.800,100.00,0.24500,260
756,419.900,100.00,0.24400,260
757,403.750,100.00,0.24300,260
758,418.200,100.00,0.24200,260
759,408.050,100.00,0.24100,260
760,419.400,100.00,0.24000,260
761,410.650,100.00,0.23900,260
762,416.750,100.00,0.23800,260
763,408.350,100.00,0.23700,260
764,415.650,100.00,0.23600,260
765,417.350,100.00,0.23500,260
766,406.200,100.00,0.23400,260
767,396.450,100.00,0.23300,260
768,424.100,100.00,0.23200,260
769,416.200,100.00,0.23100,260
770,412.300,100.00,0.23000,260
771,409.200,100.00,0.22900,260
772,410.650,100.00,0.22800,260
773,395.650,100.00,0.22700,260
774,416.950,100.00,0.22600,260
775,396.200,100.00,0.22500,260
776,404.900,100.00,0.22400,260
777,411.900,100.00,0.22300,260
778,404.100,100.00,0.22200,260
779,426.900,100.00,0.22100,260
780,411.650,100.00,0.22000,260
781,414.450,100.00,0.21900,260
782,404.750,100.00,0.21800,260
783,391.500,100.00,0.21700,260
784,401.600,100.00,0.21600,260
785,406.500,100.00,0.21500,260
786,406.900,100.00,0.21400,260
787,411.300,100.00,0.21300,260
788,425.500,100.00,0.21200,260
789,409.550,100.00,0.21100,260
790,422.250,100.00,0.21000,260
791,404.000,100.00,0.20900,260
792,413.800,100.00,0.20800,260
793,410.700,100.00,0.20700,260
794,401.350,100.00,0.20600,260
795,423.150,100.00,0.20500,260
796,408.800,100.00,0.20400,260
797,403.450,100.00,0.20300,260
798,405.350,100.00,0.20200,260
799,404.150,100.00,0.20100,260
800,398.050,100.00,0.20000,260
801,404.950,100.00,0.19900,260
802,417.800,100.00,0.19800,260
803,404.750,100.00,0.19700,260
804,419.150,100.00,0.19600,260
805,395.050,100.00,0.19500,260
806,409.050,100.00,0.19400,260
807,410.200,100.00,0.19300,260
808,406.800,100.00,0.19200,260
809,428.700,100.00,0.19100,260
810,408.250,100.00,0.19000,260
811,410.150,100.00,0.18900,260
812,418.200,100.00,0.18800,260
813,408.150,100.00,0.18700,260
814,403.300,100.00,0.18600,260
815,408.900,100.00,0.18500,260
816,394.500,100.00,0.18400,260
817,411.150,100.00,0.18300,260
818,412.950,100.00,0.18200,260
819,412.100,100.00,0.18100,260
820,409.100,100.00,0.18000,260
