episode,reward,coverage_pct,epsilon,q_states
211,190.800,100.00,0.78900,281
212,186.600,100.00,0.78800,281
213,176.400,100.00,0.78700,281
214,171.200,100.00,0.78600,281
215,181.200,100.00,0.78500,281
216,184.750,100.00,0.78400,281
217,174.900,100.00,0.78300,282
218,180.800,100.00,0.78200,283
219,182.050,100.00,0.78100,285
220,183.900,100.00,0.78000,286
221,169.750,100.00,0.77900,286
222,181.100,100.00,0.77800,286
223,179.550,100.00,0.77700,286
224,182.750,100.00,0.77600,286
225,178.150,100.00,0.77500,286
226,181.900,100.00,0.77400,287
227,171.400,100.00,0.77300,288
228,180.950,100.00,0.77200,288
229,188.850,100.00,0.77100,289
230,178.800,100.00,0.77000,289
231,183.800,100.00,0.76900,289
232,175.650,100.00,0.76800,291
233,183.700,100.00,0.76700,291
234,185.450,100.00,0.76600,291
235,171.900,100.00,0.76500,291
236,179.300,100.00,0.76400,291
237,185.550,100.00,0.76300,291
238,182.600,100.00,0.76200,291
239,193.350,100.00,0.76100,291
240,184.250,100.00,0.76000,291
241,188.900,100.00,0.75900,291
242,190.100,100.00,0.75800,291
243,180.000,100.00,0.75700,291
244,177.650,100.00,0.75600,291
245,193.500,100.00,0.75500,292
246,177.500,100.00,0.75400,292
247,186.100,100.00,0.75300,292
248,180.550,100.00,0.75200,293
249,187.550,100.00,0.75100,293
250,177.550,100.00,0.75000,293
251,172.650,100.00,0.74900,294
252,189.300,100.00,0.74800,294
253,188.650,100.00,0.74700,294
254,177.450,100.00,0.74600,294
255,167.350,100.00,0.74500,294
256,183.700,100.00,0.74400,295
257,181.100,100.00,0.74300,295
258,190.150,100.00,0.74200,296
259,171.400,100.00,0.74100,296
260,193.900,100.00,0.74000,296
261,192.600,100.00,0.73900,296
262,180.250,100.00,0.73800,296
263,179.950,100.00,0.73700,297
264,185.700,100.00,0.73600,298
265,195.450,100.00,0.73500,298
266,188.400,100.00,0.73400,298
267,188.000,100.00,0.73300,298
268,180.850,100.00,0.73200,298
269,175.100,100.00,0.73100,298
270,180.800,100.00,0.73000,300
271,185.300,100.00,0.72900,301
272,178.200,100.00,0.72800,302
273,177.450,100.00,0.72700,302
274,176.900,100.00,0.72600,302
275,159.150,100.00,0.72500,302
276,188.300,100.00,0.72400,302
277,173.550,100.00,0.72300,304
278,184.700,100.00,0.72200,304
279,184.500,100.00,0.72100,304
280,180.050,100.00,0.72000,304
281,184.450,100.00,0.71900,304
282,183.450,100.00,0.71800,304
283,172.100,100.00,0.71700,304
284,179.200,100.00,0.71600,304
285,175.750,100.00,0.71500,304
286,173.400,100.00,0.71400,304
287,179.350,100.00,0.71300,304
288,173.850,100.00,0.71200,304
289,182.500,100.00,0.71100,304
290,171.950,100.00,0.71000,304
291,182.150,100.00,0.70900,304
292,190.750,100.00,0.70800,304
293,187.200,100.00,0.70700,304
294,189.200,100.00,0.70600,304
295,187.950,100.00,0.70500,304
296,194.100,100.00,0.70400,304
297,174.250,100.00,0.70300,304
298,197.600,100.00,0.70200,304
299,184.150,100.00,0.70100,304
300,176.600,100.00,0.70000,304
301,191.350,100.00,0.69900,304
302,181.250,100.00,0.69800,304
303,184.900,100.00,0.69700,304
304,185.400,100.00,0.69600,305
305,178.600,100.00,0.69500,305
306,175.700,100.00,0.69400,306
307,181.450,100.00,0.69300,306
308,183.750,100.00,0.69200,307
309,184.000,100.00,0.69100,307
310,178.800,100.00,0.69000,307
311,189.100,100.00,0.68900,307
312,180.950,100.00,0.68800,307
313,185.450,100.00,0.68700,307
314,167.450,100.00,0.68600,307
315,187.700,100.00,0.68500,307
316,192.500,100.00,0.68400,307
317,189.950,100.00,0.68300,307
318,176.250,100.00,0.68200,307
319,183.600,100.00,0.68100,307
320,192.100,100.00,0.68000,307
321,186.300,100.00,0.67900,307
322,170.050,100.00,0.67800,307
323,189.250,100.00,0.67700,307
324,177.700,100.00,0.67600,307
325,189.950,100.00,0.67500,307
326,187.900,100.00,0.67400,307
327,181.000,100.00,0.67300,307
328,175.200,100.00,0.67200,307
329,180.600,100.00,0.67100,307
330,182.650,100.00,0.67000,307
331,177.600,100.00,0.66900,308
332,185.800,100.00,0.66800,308
333,191.050,100.00,0.66700,308
334,180.250,100.00,0.66600,308
335,189.300,100.00,0.66500,308
336,192.300,100.00,0.66400,308
337,176.000,100.00,0.66300,308
338,173.100,100.00,0.66200,309
339,185.600,100.00,0.66100,309
340,187.600,100.00,0.66000,309
341,174.100,100.00,0.65900,309
342,181.900,100.00,0.65800,309
343,180.950,100.00,0.65700,309
344,180.750,100.00,0.65600,309
345,187.300,100.00,0.65500,309
346,183.550,100.00,0.65400,309
347,170.700,100.00,0.65300,309
348,192.900,100.00,0.65200,309
349,181.800,100.00,0.65100,310
350,178.700,100.00,0.65000,310
351,180.500,100.00,0.64900,310
352,178.050,100.00,0.64800,310
353,185.400,100.00,0.64700,310
354,185.900,100.00,0.64600,310
355,168.550,100.00,0.64500,310
356,180.050,100.00,0.64400,310
357,192.050,100.00,0.64300,310
358,179.100,100.00,0.64200,310
359,177.000,100.00,0.64100,310
360,172.400,100.00,0.64000,310
361,184.800,100.00,0.63900,310
362,179.850,100.00,0.63800,310
363,179.050,100.00,0.63700,310
364,173.750,100.00,0.63600,310
365,167.750,100.00,0.63500,310
366,181.950,100.00,0.63400,310
367,187.450,100.00,0.63300,311
368,177.050,100.00,0.63200,311
369,176.200,100.00,0.63100,311
370,189.000,100.00,0.63000,311
371,180.900,100.00,0.62900,311
372,176.950,100.00,0.62800,311
373,186.500,100.00,0.62700,311
374,185.000,100.00,0.62600,311
375,188.850,100.00,0.62500,311
376,178.200,100.00,0.62400,311
377,194.600,100.00,0.62300,311
378,180.300,100.00,0.62200,312
379,195.350,100.00,0.62100,312
380,181.050,100.00,0.62000,312
381,182.300,100.00,0.61900,312
382,186.800,100.00,0.61800,312
383,183.000,100.00,0.61700,312
384,181.400,100.00,0.61600,312
385,180.150,100.00,0.61500,312
386,180.550,100.00,0.61400,312
387,192.400,100.00,0.61300,312
388,189.250,100.00,0.61200,312
389,181.150,100.00,0.61100,312
390,179.150,100.00,0.61000,312
391,195.500,100.00,0.60900,312
392,187.550,100.00,0.60800,312
393,189.700,100.00,0.60700,312
394,183.650,100.00,0.60600,312
395,187.100,100.00,0.60500,312
396,184.300,100.00,0.60400,312
397,182.800,100.00,0.60300,312
398,174.250,100.00,0.60200,312
399,189.450,100.00,0.60100,312
400,184.200,100.00,0.60000,312
401,179.900,100.00,0.59900,312
402,169.150,100.00,0.59800,312
403,189.250,100.00,0.59700,312
404,176.700,100.00,0.59600,312
405,178.600,100.00,0.59500,312
406,191.350,100.00,0.59400,312
407,181.400,100.00,0.59300,312
408,176.250,100.00,0.59200,312
409,182.600,100.00,0.59100,312
410,181.800,100.00,0.59000,312
411,171.050,100.00,0.58900,312
412,187.200,100.00,0.58800,312
413,175.050,100.00,0.58700,312
414,184.350,100.00,0.58600,312
415,179.650,100.00,0.58500,312
416,172.500,100.00,0.58400,312
417,179.800,100.00,0.58300,312
418,175.550,100.00,0.58200,312
419,183.850,100.00,0.58100,312
420,190.750,100.00,0.58000,312
421,193.450,100.00,0.57900,313
422,180.900,100.00,0.57800,313
423,188.700,100.00,0.57700,313
424,186.250,100.00,0.57600,313
425,183.400,100.00,0.57500,313
426,183.550,100.00,0.57400,313
427,183.500,100.00,0.57300,313
428,182.000,100.00,0.57200,313
429,188.750,100.00,0.57100,313
430,186.900,100.00,0.57000,313
431,171.000,100.00,0.56900,313
432,174.450,100.00,0.56800,313
433,183.700,100.00,0.56700,313
434,192.250,100.00,0.56600,313
435,174.050,100.00,0.56500,313
436,188.050,100.00,0.56400,313
437,178.900,100.00,0.56300,315
438,175.250,100.00,0.56200,315
439,203.000,100.00,0.56100,315
440,170.000,100.00,0.56000,315
441,186.150,100.00,0.55900,315
442,176.150,100.00,0.55800,315
443,181.500,100.00,0.55700,315
444,177.350,100.00,0.55600,315
445,175.450,100.00,0.55500,315
446,189.500,100.00,0.55400,315
447,182.400,100.00,0.55300,315
448,192.500,100.00,0.55200,315
449,193.800,100.00,0.55100,315
450,170.150,100.00,0.55000,315
451,184.300,100.00,0.54900,315
452,185.500,100.00,0.54800,315
453,197.100,100.00,0.54700,315
454,181.800,100.00,0.54600,315
455,187.500,100.00,0.54500,315
456,190.300,100.00,0.54400,315
457,197.800,100.00,0.54300,315
458,187.050,100.00,0.54200,315
459,193.650,100.00,0.54100,315
460,181.950,100.00,0.54000,315
461,177.100,100.00,0.53900,315
462,190.350,100.00,0.53800,315
463,187.200,100.00,0.53700,315
464,191.350,100.00,0.53600,315
465,170.750,100.00,0.53500,315
466,190.100,100.00,0.53400,316
467,181.550,100.00,0.53300,316
468,176.300,100.00,0.53200,316
469,182.750,100.00,0.53100,316
470,180.200,100.00,0.53000,316
471,180.650,100.00,0.52900,317
472,188.950,100.00,0.52800,317
473,183.900,100.00,0.52700,317
474,178.750,100.00,0.52600,317
475,181.550,100.00,0.52500,317
476,171.700,100.00,0.52400,317
477,193.200,100.00,0.52300,317
478,190.350,100.00,0.52200,317
479,175.300,100.00,0.52100,317
480,174.350,100.00,0.52000,317
481,174.050,100.00,0.51900,317
482,181.100,100.00,0.51800,317
483,184.300,100.00,0.51700,317
484,177.400,100.00,0.51600,317
485,175.900,100.00,0.51500,317
486,173.100,100.00,0.51400,317
487,186.400,100.00,0.51300,318
488,183.950,100.00,0.51200,318
489,178.300,100.00,0.51100,318
490,178.000,100.00,0.51000,318
491,169.300,100.00,0.50900,318
492,177.850,100.00,0.50800,319
493,190.000,100.00,0.50700,319
494,171.750,100.00,0.50600,319
495,179.600,100.00,0.50500,319
496,179.800,100.00,0.50400,319
497,182.150,100.00,0.50300,319
498,180.350,100.00,0.50200,319
499,191.500,100.00,0.50100,319
500,174.550,100.00,0.50000,319
501,176.950,100.00,0.49900,319
502,181.500,100.00,0.49800,319
503,170.950,100.00,0.49700,319
504,181.050,100.00,0.49600,319
505,171.750,100.00,0.49500,319
506,186.100,100.00,0.49400,319
507,182.400,100.00,0.49300,319
508,188.550,100.00,0.49200,319
509,164.600,100.00,0.49100,319
510,174.250,100.00,0.49000,319
511,188.800,100.00,0.48900,319
512,179.050,100.00,0.48800,320
513,181.250,100.00,0.48700,320
514,194.800,100.00,0.48600,320
515,179.100,100.00,0.48500,321
516,181.350,100.00,0.48400,321
517,175.400,100.00,0.48300,321
518,167.350,100.00,0.48200,321
519,193.000,100.00,0.48100,321
520,176.850,100.00,0.48000,321
521,169.700,100.00,0.47900,321
522,191.500,100.00,0.47800,321
523,193.150,100.00,0.47700,321
524,183.250,100.00,0.47600,321
525,177.750,100.00,0.47500,321
526,196.650,100.00,0.47400,321
527,188.900,100.00,0.47300,321
528,175.550,100.00,0.47200,321
529,183.250,100.00,0.47100,321
530,185.550,100.00,0.47000,321
531,182.300,100.00,0.46900,321
532,172.950,100.00,0.46800,321
533,185.850,100.00,0.46700,321
534,188.300,100.00,0.46600,321
535,181.200,100.00,0.46500,321
536,186.550,100.00,0.46400,321
537,173.200,100.00,0.46300,321
538,182.050,100.00,0.46200,321
539,182.900,100.00,0.46100,321
540,176.400,100.00,0.46000,321
541,178.950,100.00,0.45900,321
542,180.050,100.00,0.45800,321
543,184.200,100.00,0.45700,321
544,180.850,100.00,0.45600,321
545,173.250,100.00,0.45500,321
546,170.700,100.00,0.45400,321
547,182.050,100.00,0.45300,321
548,188.500,100.00,0.45200,321
549,178.600,100.00,0.45100,321
550,173.100,100.00,0.45000,321
551,180.450,100.00,0.44900,321
552,185.450,100.00,0.44800,321
553,181.650,100.00,0.44700,321
554,185.850,100.00,0.44600,321
555,187.150,100.00,0.44500,321
556,182.350,100.00,0.44400,321
557,172.600,100.00,0.44300,321
558,187.450,100.00,0.44200,321
559,184.550,100.00,0.44100,323
560,190.050,100.00,0.44000,323
561,181.200,100.00,0.43900,323
562,189.000,100.00,0.43800,323
563,185.250,100.00,0.43700,323
564,194.000,100.00,0.43600,323
565,184.450,100.00,0.43500,323
566,176.100,100.00,0.43400,323
567,179.450,100.00,0.43300,323
568,193.250,100.00,0.43200,323
569,182.700,100.00,0.43100,323
570,181.350,100.00,0.43000,323
571,189.900,100.00,0.42900,323
572,182.200,100.00,0.42800,323
573,172.850,100.00,0.42700,323
574,184.000,100.00,0.42600,323
575,180.150,100.00,0.42500,323
576,180.150,100.00,0.42400,323
577,179.250,100.00,0.42300,323
578,180.650,100.00,0.42200,323
579,182.700,100.00,0.42100,323
580,189.800,100.00,0.42000,323
581,183.600,100.00,0.41900,323
582,179.500,100.00,0.41800,323
583,179.900,100.00,0.41700,323
584,194.500,100.00,0.41600,323
585,183.000,100.00,0.41500,323
586,197.400,100.00,0.41400,323
587,174.400,100.00,0.41300,323
588,190.550,100.00,0.41200,323
589,176.400,100.00,0.41100,323
590,178.350,100.00,0.41000,323
591,173.750,100.00,0.40900,323
592,186.900,100.00,0.40800,323
593,181.350,100.00,0.40700,323
594,186.200,100.00,0.40600,323
595,182.250,100.00,0.40500,323
596,173.300,100.00,0.40400,323
597,178.200,100.00,0.40300,323
598,176.750,100.00,0.40200,323
599,192.050,100.00,0.40100,323
600,183.500,100.00,0.40000,323
601,160.350,100.00,0.39900,323
602,182.200,100.00,0.39800,323
603,181.700,100.00,0.39700,323
604,182.600,100.00,0.39600,323
605,190.950,100.00,0.39500,323
606,185.350,100.00,0.39400,323
607,184.700,100.00,0.39300,323
608,194.400,100.00,0.39200,323
609,179.350,100.00,0.39100,323
610,177.550,100.00,0.39000,323
611,181.400,100.00,0.38900,323
612,186.100,100.00,0.38800,323
613,190.500,100.00,0.38700,323
614,197.250,100.00,0.38600,323
615,175.000,100.00,0.38500,323
616,184.100,100.00,0.38400,323
617,192.050,100.00,0.38300,323
618,192.350,100.00,0.38200,323
619,189.350,100.00,0.38100,323
620,187.050,100.00,0.38000,323
621,188.300,100.00,0.37900,323
622,192.000,100.00,0.37800,323
623,191.250,100.00,0.37700,323
624,177.000,100.00,0.37600,323
625,176.250,100.00,0.37500,323
626,171.700,100.00,0.37400,323
627,180.800,100.00,0.37300,323
628,190.100,100.00,0.37200,323
629,184.550,100.00,0.37100,323
630,178.400,100.00,0.37000,323
631,179.000,100.00,0.36900,323
632,193.150,100.00,0.36800,323
633,188.600,100.00,0.36700,323
634,175.350,100.00,0.36600,323
635,176.800,100.00,0.36500,323
636,190.300,100.00,0.36400,323
637,179.750,100.00,0.36300,323
638,190.650,100.00,0.36200,323
639,161.850,100.00,0.36100,323
640,173.400,100.00,0.36000,323
641,182.350,100.00,0.35900,323
642,175.650,100.00,0.35800,323
643,184.950,100.00,0.35700,323
644,180.800,100.00,0.35600,323
645,191.200,100.00,0.35500,323
646,163.050,100.00,0.35400,323
647,171.250,100.00,0.35300,323
648,174.600,100.00,0.35200,323
649,191.350,100.00,0.35100,323
650,164.650,100.00,0.35000,323
651,197.500,100.00,0.34900,323
652,183.900,100.00,0.34800,323
653,183.000,100.00,0.34700,323
654,179.000,100.00,0.34600,323
655,195.750,100.00,0.34500,323
656,194.800,100.00,0.34400,323
657,176.550,100.00,0.34300,323
658,183.550,100.00,0.34200,323
659,170.900,100.00,0.34100,323
660,169.550,100.00,0.34000,323
661,181.400,100.00,0.33900,323
662,179.600,100.00,0.33800,323
663,182.800,100.00,0.33700,323
664,189.750,100.00,0.33600,323
665,180.600,100.00,0.33500,323
666,183.450,100.00,0.33400,323
667,169.700,100.00,0.33300,323
668,187.150,100.00,0.33200,323
669,185.750,100.00,0.33100,323
670,170.850,100.00,0.33000,323
671,175.150,100.00,0.32900,323
672,186.950,100.00,0.32800,323
673,190.000,100.00,0.32700,323
674,187.200,100.00,0.32600,323
675,176.050,100.00,0.32500,323
676,168.450,100.00,0.32400,323
677,171.850,100.00,0.32300,323
678,188.300,100.00,0.32200,323
679,174.600,100.00,0.32100,323
680,168.950,100.00,0.32000,323
681,181.800,100.00,0.31900,323
682,178.350,100.00,0.31800,323
683,179.600,100.00,0.31700,323
684,187.450,100.00,0.31600,323
685,195.100,100.00,0.31500,323
686,167.950,100.00,0.31400,323
687,174.350,100.00,0.31300,323
688,183.600,100.00,0.31200,323
689,177.100,100.00,0.31100,323
690,170.850,100.00,0.31000,323
691,183.250,100.00,0.30900,323
692,182.100,100.00,0.30800,323
693,175.600,100.00,0.30700,323
694,187.400,100.00,0.30600,323
695,193.550,100.00,0.30500,323
696,188.900,100.00,0.30400,323
697,192.200,100.00,0.30300,323
698,188.350,100.00,0.30200,323
699,179.300,100.00,0.30100,323
700,179.600,100.00,0.30000,323
701,187.100,100.00,0.29900,323
702,189.450,100.00,0.29800,323
703,180.600,100.00,0.29700,323
704,177.600,100.00,0.29600,323
705,187.750,100.00,0.29500,323
706,189.000,100.00,0.29400,323
707,174.200,100.00,0.29300,323
708,184.350,100.00,0.29200,323
709,171.550,100.00,0.29100,323
710,183.450,100.00,0.29000,323
711,185.600,100.00,0.28900,323
712,173.750,100.00,0.28800,323
713,176.350,100.00,0.28700,323
714,177.400,100.00,0.28600,323
715,174.250,100.00,0.28500,323
716,192.900,100.00,0.28400,323
717,180.250,100.00,0.28300,323
718,168.650,100.00,0.28200,323
719,186.050,100.00,0.28100,323
720,179.350,100.00,0.28000,323
721,179.350,100.00,0.27900,323
722,182.550,100.00,0.27800,323
723,188.050,100.00,0.27700,323
724,177.400,100.00,0.27600,323
725,182.650,100.00,0.27500,323
726,185.400,100.00,0.27400,323
727,179.550,100.00,0.27300,323
728,178.350,100.00,0.27200,323
729,178.750,100.00,0.27100,323
730,178.550,100.00,0.27000,323
731,181.650,100.00,0.26900,323
732,178.300,100.00,0.26800,323
733,186.950,100.00,0.26700,323
734,187.250,100.00,0.26600,323
735,186.500,100.00,0.26500,323
736,181.450,100.00,0.26400,323
737,181.000,100.00,0.26300,323
738,186.350,100.00,0.26200,323
739,185.650,100.00,0.26100,323
740,178.400,100.00,0.26000,323
741,188.000,100.00,0.25900,323
742,164.400,100.00,0.25800,323
743,188.350,100.00,0.25700,323
744,184.500,100.00,0.25600,323
745,183.650,100.00,0.25500,323
746,173.700,100.00,0.25400,323
747,178.950,100.00,0.25300,323
748,192.700,100.00,0.25200,323
749,178.250,100.00,0.25100,323
750,176.450,100.00,0.25000,323
751,185.950,100.00,0.24900,323
752,176.400,100.00,0.24800,323
753,183.250,100.00,0.24700,323
754,189.950,100.00,0.24600,323
755,178.300,100.00,0.24500,323
756,193.450,100.00,0.24400,323
757,179.450,100.00,0.24300,323
758,194.350,100.00,0.24200,323
759,171.800,100.00,0.24100,323
760,187.700,100.00,0.24000,323
761,185.650,100.00,0.23900,323
762,186.450,100.00,0.23800,323
763,179.200,100.00,0.23700,323
764,176.750,100.00,0.23600,323
765,186.850,100.00,0.23500,323
766,173.900,100.00,0.23400,323
767,187.850,100.00,0.23300,323
768,178.950,100.00,0.23200,323
769,174.300,100.00,0.23100,323
770,171.200,100.00,0.23000,323
771,176.850,100.00,0.22900,323
772,182.800,100.00,0.22800,323
773,183.700,100.00,0.22700,323
774,188.300,100.00,0.22600,323
775,197.350,100.00,0.22500,323
776,184.250,100.00,0.22400,323
777,186.850,100.00,0.22300,323
778,176.950,100.00,0.22200,323
779,182.450,100.00,0.22100,323
780,191.250,100.00,0.22000,323
781,173.000,100.00,0.21900,323
782,178.500,100.00,0.21800,323
783,188.450,100.00,0.21700,323
784,172.450,100.00,0.21600,323
785,185.500,100.00,0.21500,323
786,186.650,100.00,0.21400,323
787,173.550,100.00,0.21300,323
788,188.600,100.00,0.21200,323
789,188.750,100.00,0.21100,323
790,184.900,100.00,0.21000,323
791,183.000,100.00,0.20900,323
792,183.150,100.00,0.20800,323
793,179.750,100.00,0.20700,323
794,184.900,100.00,0.20600,323
795,185.450,100.00,0.20500,323
796,177.250,100.00,0.20400,323
797,189.000,100.00,0.20300,323
798,189.700,100.00,0.20200,323
799,182.750,100.00,0.20100,323
800,179.800,100.00,0.20000,323
801,180.350,100.00,0.19900,323
802,178.950,100.00,0.19800,323
803,178.500,100.00,0.19700,323
804,184.450,100.00,0.19600,323
805,185.900,100.00,0.19500,323
806,196.100,100.00,0.19400,323
807,182.100,100.00,0.19300,323
808,191.100,100.00,0.19200,323
809,183.150,100.00,0.19100,323
810,186.100,100.00,0.19000,323
811,188.900,100.00,0.18900,323
812,186.750,100.00,0.18800,323
813,176.900,100.00,0.18700,323
814,184.450,100.00,0.18600,323
815,177.850,100.00,0.18500,323
816,179.650,100.00,0.18400,323
817,184.850,100.00,0.18300,323
818,179.250,100.00,0.18200,323
819,188.450,100.00,0.18100,323
820,177.250,100.00,0.18000,323
