episode,timestep,reward,coverage_pct,ep_steps
834,1293808,253.176,100.00,1116
835,1294609,346.179,100.00,801
836,1295620,280.275,100.00,1011
837,1296711,268.976,100.00,1091
838,1297838,244.454,100.00,1127
839,1299566,-3.065,98.15,1728
840,1300498,305.557,100.00,932
841,1301465,302.157,100.00,967
842,1303025,113.695,100.00,1560
843,1303805,365.899,100.00,780
844,1304597,360.759,100.00,792
845,1305398,350.078,100.00,801
846,1306432,285.917,100.00,1034
847,1307225,347.439,100.00,793
848,1308135,324.298,100.00,910
849,1309200,273.397,100.00,1065
850,1310032,338.858,100.00,832
851,1311161,236.016,100.00,1129
852,1312343,224.255,100.00,1182
853,1313466,245.736,100.00,1123
854,1314346,319.598,100.00,880
855,1315124,370.439,100.00,778
856,1316025,308.978,100.00,901
857,1316923,316.438,100.00,898
858,1318655,4.754,99.54,1732
859,1319564,322.018,100.00,909
860,1320340,351.579,100.00,776
861,1321420,264.696,100.00,1080
862,1323080,73.893,100.00,1660
863,1324772,5.854,99.76,1692
864,1326508,3.474,99.31,1736
865,1327339,356.078,100.00,831
866,1328381,276.857,100.00,1042
867,1329188,348.158,100.00,807
868,1330246,256.136,100.00,1058
869,1331998,-420.246,24.89,1752
870,1333742,4.814,99.54,1744
871,1335478,6.074,99.77,1736
872,1336671,227.236,100.00,1193
873,1337511,346.698,100.00,840
874,1339199,3.235,99.29,1688
875,1340143,305.618,100.00,944
876,1341050,317.458,100.00,907
877,1342449,171.714,100.00,1399
878,1343318,334.818,100.00,869
879,1344547,217.014,100.00,1229
880,1345845,191.035,100.00,1298
881,1347533,-89.064,82.46,1688
882,1348393,332.498,100.00,860
883,1349270,321.857,100.00,877
884,1350168,326.838,100.00,898
885,1351892,-1.785,98.38,1724
886,1353616,6.014,99.77,1724
887,1354352,386.479,100.00,736
888,1355970,84.736,100.00,1618
889,1356898,313.338,100.00,928
890,1357869,298.277,100.00,971
891,1358836,312.558,100.00,967
892,1359799,298.237,100.00,963
893,1361491,-168.345,68.09,1692
894,1362431,299.097,100.00,940
895,1363359,312.037,100.00,928
896,1364425,262.676,100.00,1066
897,1366161,6.075,99.77,1736
898,1367691,114.193,100.00,1530
899,1369443,-169.345,68.95,1752
900,1371139,-9.725,96.93,1696
901,1372867,-96.664,81.48,1728
902,1374217,166.595,100.00,1350
903,1375006,361.719,100.00,789
904,1376544,107.735,100.00,1538
905,1377339,351.999,100.00,795
906,1378464,259.396,100.00,1125
907,1379651,239.556,100.00,1187
908,1381363,-13.545,96.26,1712
909,1382254,329.078,100.00,891
910,1383962,-20.065,95.08,1708
911,1385012,276.897,100.00,1050
912,1386736,4.714,99.54,1724
913,1387703,289.157,100.00,967
914,1388739,276.177,100.00,1036
915,1389556,341.058,100.00,817
916,1390373,351.458,100.00,817
917,1391368,294.497,100.00,995
918,1392321,304.037,100.00,953
919,1393405,263.417,100.00,1084
920,1394356,296.877,100.00,951
921,1396080,6.014,99.77,1724
922,1397413,187.634,100.00,1333
923,1398315,321.658,100.00,902
924,1400015,3.294,99.29,1700
925,1400956,314.378,100.00,941
926,1402640,5.815,99.76,1684
927,1404344,5.915,99.77,1704
928,1405347,290.637,100.00,1003
929,1406636,184.813,100.00,1289
930,1408326,72.095,100.00,1690
931,1409368,275.556,100.00,1042
932,1410227,340.618,100.00,859
933,1411963,6.074,99.77,1736
934,1413033,270.496,100.00,1070
935,1414076,251.836,100.00,1043
936,1415752,4.473,99.52,1676
937,1417314,115.655,100.00,1562
938,1419054,-407.306,26.67,1740
939,1420006,297.857,100.00,952
940,1420820,325.118,100.00,814
941,1422028,226.336,100.00,1208
942,1423064,283.977,100.00,1036
943,1423897,341.138,100.00,833
944,1425426,110.614,100.00,1529
945,1426454,273.537,100.00,1028
946,1427813,157.213,100.00,1359
947,1428539,374.079,100.00,726
948,1429526,293.157,100.00,987
949,1430420,313.817,100.00,894
950,1431810,168.094,100.00,1390
951,1432565,379.099,100.00,755
952,1433405,323.298,100.00,840
953,1435145,-0.405,98.62,1740
954,1436062,322.058,100.00,917
955,1436815,370.639,100.00,753
956,1438092,191.254,100.00,1277
957,1438868,351.579,100.00,776
958,1439644,356.779,100.00,776
959,1440576,309.457,100.00,932
960,1441598,284.557,100.00,1022
961,1442708,252.496,100.00,1110
962,1443717,288.717,100.00,1009
963,1444507,358.799,100.00,790
964,1446227,4.695,99.53,1720
965,1447955,-34.265,92.59,1728
966,1449695,2.195,99.08,1740
967,1450792,261.856,100.00,1097
968,1451639,327.558,100.00,847
969,1452442,345.538,100.00,803
970,1453750,191.735,100.00,1308
971,1454512,356.059,100.00,762
972,1455475,302.137,100.00,963
973,1456213,384.539,100.00,738
974,1457913,5.895,99.76,1700
975,1458792,329.018,100.00,879
976,1459541,366.719,100.00,749
977,1460551,293.597,100.00,1010
978,1461370,350.819,100.00,819
979,1462497,252.256,100.00,1127
980,1464201,-263.185,51.17,1704
981,1465945,-15.985,95.87,1744
982,1466849,315.818,100.00,904
983,1468066,216.955,100.00,1217
984,1468880,351.119,100.00,814
985,1470612,-14.745,96.07,1732
986,1472348,6.075,99.77,1736
987,1473424,262.077,100.00,1076
988,1475136,3.359,99.30,1712
989,1476619,129.235,100.00,1483
990,1477498,336.818,100.00,879
991,1479128,74.396,100.00,1630
992,1480856,4.735,99.54,1728
993,1481620,364.519,100.00,764
994,1482377,370.659,100.00,757
995,1483294,322.058,100.00,917
996,1484045,369.979,100.00,751
997,1485757,5.955,99.77,1712
998,1486882,235.996,100.00,1125
999,1487622,382.599,100.00,740
1000,1488473,335.378,100.00,851
1001,1489208,371.199,100.00,735
1002,1490308,254.396,100.00,1100
1003,1491213,327.198,100.00,905
1004,1492486,209.435,100.00,1273
1005,1494154,-24.165,94.24,1668
1006,1495223,260.416,100.00,1069
1007,1496027,334.818,100.00,804
1008,1496793,363.879,100.00,766
1009,1498032,204.714,100.00,1239
1010,1498771,376.419,100.00,739
1011,1499749,303.837,100.00,978
