episode,timestep,reward,coverage_pct,ep_steps
925,501497,91.761,83.33,624
926,502093,111.552,98.66,596
927,502498,186.403,100.00,405
928,503075,161.764,100.00,577
929,503579,186.823,100.00,504
930,504227,64.884,65.43,648
931,504567,183.603,100.00,340
932,504967,184.653,100.00,400
933,505280,181.293,100.00,313
934,505912,103.810,89.87,632
935,506364,175.763,100.00,452
936,506944,-13.306,18.62,580
937,507387,186.893,100.00,443
938,507911,174.923,100.00,524
939,508460,165.824,100.00,549
940,508954,174.923,100.00,494
941,509516,162.814,100.00,562
942,510092,100.368,93.75,576
943,510435,194.943,100.00,343
944,510678,189.343,100.00,243
945,511154,179.333,100.00,476
946,511530,174.783,100.00,376
947,512009,168.623,100.00,479
948,512617,114.909,99.34,608
949,513237,110.941,95.48,620
950,513857,114.075,97.42,620
951,514173,182.133,100.00,316
952,514674,169.184,100.00,501
953,515000,196.133,100.00,326
954,515422,184.163,100.00,422
955,515704,195.013,100.00,282
956,516024,194.453,100.00,320
957,516435,180.733,100.00,411
958,516819,182.623,100.00,384
959,517208,191.723,100.00,389
960,517836,118.781,99.36,628
961,518081,179.753,100.00,245
962,518541,184.653,100.00,460
963,519129,111.072,99.32,588
964,519571,170.164,100.00,442
965,520031,180.453,100.00,460
966,520494,182.343,100.00,463
967,521096,168.414,100.00,602
968,521395,185.423,100.00,299
969,521800,175.904,100.00,405
970,522192,193.613,100.00,392
971,522509,195.713,100.00,317
972,522921,182.763,100.00,412
973,523370,182.273,100.00,449
974,523874,180.523,100.00,504
975,524244,183.603,100.00,370
976,524713,177.724,100.00,469
977,525098,169.954,100.00,385
978,525722,118.004,99.36,624
979,526027,180.803,100.00,305
980,526330,187.243,100.00,303
981,526909,168.974,100.00,579
982,527537,116.684,98.09,628
983,527960,175.693,100.00,423
984,528568,112.837,98.03,608
985,528966,183.743,100.00,398
986,529354,176.044,100.00,388
987,529765,182.833,100.00,411
988,530082,193.613,100.00,317
989,530340,193.543,100.00,258
990,530875,166.804,100.00,535
991,531256,181.783,100.00,381
992,531707,191.583,100.00,451
993,532063,197.183,100.00,356
994,532430,178.563,100.00,367
995,532916,181.783,100.00,486
996,533217,185.283,100.00,301
997,533690,183.743,100.00,473
998,533968,179.543,100.00,278
999,534266,187.593,100.00,298
1000,534631,182.903,100.00,365
1001,535063,180.313,100.00,432
1002,535461,171.144,100.00,398
1003,536073,115.710,99.35,612
1004,536624,171.984,100.00,551
1005,537236,113.598,98.04,612
1006,537515,189.973,100.00,279
1007,538020,185.703,100.00,505
1008,538652,117.451,98.10,632
1009,539075,187.243,100.00,423
1010,539405,184.303,100.00,330
1011,539697,184.863,100.00,292
1012,540119,181.013,100.00,422
1013,540483,194.523,100.00,364
1014,540950,167.364,100.00,467
1015,541226,189.133,100.00,276
1016,541548,196.413,100.00,322
1017,541872,194.173,100.00,324
1018,542225,185.843,100.00,353
1019,542527,185.213,100.00,302
1020,542837,186.753,100.00,310
1021,543138,194.733,100.00,301
1022,543436,187.593,100.00,298
1023,544035,175.974,100.00,599
1024,544317,190.813,100.00,282
1025,544673,183.533,100.00,356
1026,545309,111.899,94.34,636
1027,545620,187.733,100.00,311
1028,546096,176.183,100.00,476
1029,546402,196.483,100.00,306
1030,546759,198.163,100.00,357
1031,547052,179.543,100.00,293
1032,547353,184.233,100.00,301
1033,547779,183.883,100.00,426
1034,548159,183.953,100.00,380
1035,548771,111.501,96.73,612
1036,549208,185.213,100.00,437
1037,549544,182.833,100.00,336
1038,549832,183.043,100.00,288
1039,550143,183.533,100.00,311
1040,550411,191.793,100.00,268
1041,550727,185.283,100.00,316
1042,551029,181.013,100.00,302
1043,551465,189.483,100.00,436
1044,551764,201.173,100.00,299
1045,552128,187.173,100.00,364
1046,552558,194.103,100.00,430
1047,552818,176.603,100.00,260
1048,553502,103.314,84.80,684
1049,553852,180.803,100.00,350
1050,554244,178.913,100.00,392
1051,554588,188.573,100.00,344
1052,554917,189.623,100.00,329
1053,555261,179.123,100.00,344
1054,555555,189.973,100.00,294
1055,555834,193.123,100.00,279
1056,556462,116.690,98.09,628
1057,556849,181.363,100.00,387
1058,557161,189.763,100.00,312
1059,557467,192.283,100.00,306
1060,558119,77.201,72.39,652
1061,558580,171.983,100.00,461
1062,558901,194.383,100.00,321
1063,559190,194.523,100.00,289
1064,559462,188.363,100.00,272
1065,559935,186.893,100.00,473
1066,560195,188.153,100.00,260
1067,560520,194.103,100.00,325
1068,561132,99.957,89.54,612
1069,561462,179.053,100.00,330
1070,561753,194.383,100.00,291
1071,562086,181.993,100.00,333
1072,562383,193.963,100.00,297
1073,562709,190.883,100.00,326
1074,563032,188.993,100.00,323
1075,563393,176.884,100.00,361
1076,563642,181.573,100.00,249
1077,563909,192.913,100.00,267
1078,564154,189.203,100.00,245
1079,564525,183.533,100.00,371
1080,564852,181.363,100.00,327
1081,565103,182.483,100.00,251
1082,565391,189.343,100.00,288
1083,565658,184.513,100.00,267
1084,565916,193.543,100.00,258
1085,566415,187.173,100.00,499
1086,566913,179.893,100.00,498
1087,567252,189.973,100.00,339
1088,567568,181.083,100.00,316
1089,567920,188.013,100.00,352
1090,568239,182.973,100.00,319
1091,568645,186.333,100.00,406
1092,569269,106.464,92.31,624
1093,569677,178.843,100.00,408
1094,569994,189.413,100.00,317
1095,570450,183.883,100.00,456
1096,570757,192.213,100.00,307
1097,571115,183.393,100.00,358
1098,571568,176.744,100.00,453
1099,571917,187.173,100.00,349
1100,572403,185.983,100.00,486
1101,572618,187.103,100.00,215
1102,572883,189.903,100.00,265
1103,573202,197.673,100.00,319
1104,573495,178.493,100.00,293
1105,573810,194.803,100.00,315
1106,574207,188.013,100.00,397
1107,574526,195.573,100.00,319
1108,574882,196.133,100.00,356
1109,575275,194.593,100.00,393
1110,575604,191.723,100.00,329
1111,575929,179.403,100.00,325
1112,576484,170.653,100.00,555
1113,576798,181.223,100.00,314
1114,577064,200.333,100.00,266
1115,577350,193.683,100.00,286
1116,577700,198.653,100.00,350
1117,578060,189.553,100.00,360
1118,578411,185.983,100.00,351
1119,578695,192.773,100.00,284
1120,579210,180.803,100.00,515
1121,579585,190.603,100.00,375
1122,579915,192.703,100.00,330
1123,580171,178.983,100.00,256
1124,580469,192.843,100.00,298
1125,581044,175.554,100.00,575
1126,581385,190.883,100.00,341
1127,581703,195.643,100.00,318
1128,581976,184.093,100.00,273
1129,582241,186.753,100.00,265
1130,582593,192.213,100.00,352
1131,583007,173.173,100.00,414
1132,583322,193.753,100.00,315
1133,583748,176.534,100.00,426
1134,584045,191.863,100.00,297
1135,584352,188.013,100.00,307
1136,584609,195.713,100.00,257
1137,584908,189.623,100.00,299
1138,585312,190.673,100.00,404
1139,585631,192.423,100.00,319
1140,585957,185.633,100.00,326
1141,586321,192.423,100.00,364
1142,586620,185.423,100.00,299
1143,586858,188.643,100.00,238
1144,587180,195.363,100.00,322
1145,587526,185.283,100.00,346
1146,587936,191.303,100.00,410
1147,588266,190.603,100.00,330
1148,588589,199.493,100.00,323
1149,588893,193.473,100.00,304
1150,589162,190.673,100.00,269
1151,589505,192.843,100.00,343
1152,589867,183.113,100.00,362
1153,590238,192.983,100.00,371
1154,590533,188.853,100.00,295
1155,590807,182.973,100.00,274
1156,591120,193.893,100.00,313
1157,591416,195.083,100.00,296
1158,591689,186.193,100.00,273
1159,592052,174.644,100.00,363
1160,592641,174.574,100.00,589
1161,593022,189.133,100.00,381
1162,593339,183.113,100.00,317
1163,593797,175.344,100.00,458
1164,594118,187.033,100.00,321
1165,594695,174.363,100.00,577
1166,595040,196.903,100.00,345
1167,595342,186.263,100.00,302
1168,595706,193.473,100.00,364
1169,595995,182.973,100.00,289
1170,596320,187.803,100.00,325
1171,596598,178.493,100.00,278
1172,596885,188.363,100.00,287
1173,597154,199.073,100.00,269
1174,597382,181.993,100.00,228
1175,597641,190.323,100.00,259
1176,597984,192.843,100.00,343
1177,598262,192.143,100.00,278
1178,598523,199.633,100.00,261
1179,598851,184.443,100.00,328
1180,599139,180.943,100.00,288
1181,599450,185.633,100.00,311
1182,599866,186.683,100.00,416
1183,600183,175.764,100.00,317
1184,600574,193.683,100.00,391
1185,600816,190.463,100.00,242
1186,601210,189.273,100.00,394
1187,601570,181.153,100.00,360
1188,601978,183.043,100.00,408
1189,602241,190.043,100.00,263
1190,602604,175.694,100.00,363
1191,602978,182.273,100.00,374
1192,603392,175.273,100.00,414
1193,603808,178.283,100.00,416
1194,604103,187.803,100.00,295
1195,604406,176.743,100.00,303
1196,604686,181.503,100.00,280
1197,604932,185.983,100.00,246
1198,605219,176.813,100.00,287
1199,605545,190.883,100.00,326
1200,605940,189.203,100.00,395
1201,606536,107.355,95.97,596
1202,606952,169.883,100.00,416
1203,607369,186.613,100.00,417
1204,607735,187.033,100.00,366
1205,608055,186.053,100.00,320
1206,608331,195.433,100.00,276
1207,608660,172.823,100.00,329
1208,608961,185.283,100.00,301
1209,609206,192.353,100.00,245
1210,609631,178.703,100.00,425
1211,609912,187.733,100.00,281
1212,610248,187.033,100.00,336
1213,610876,82.031,77.07,628
1214,611119,189.343,100.00,243
1215,611454,195.503,100.00,335
1216,611811,198.163,100.00,357
1217,612391,177.304,100.00,580
1218,612670,187.873,100.00,279
1219,613094,191.373,100.00,424
1220,613427,184.093,100.00,333
1221,613787,193.753,100.00,360
1222,614102,182.203,100.00,315
1223,614407,195.503,100.00,305
1224,614768,181.083,100.00,361
1225,615341,162.044,100.00,573
1226,615622,200.333,100.00,281
1227,615968,180.033,100.00,346
1228,616418,173.804,100.00,450
1229,616654,179.333,100.00,236
1230,617040,182.483,100.00,386
1231,617266,189.483,100.00,226
1232,617596,195.853,100.00,330
1233,617843,198.513,100.00,247
1234,618139,187.733,100.00,296
1235,618462,186.893,100.00,323
1236,618855,191.443,100.00,393
1237,619160,186.053,100.00,305
1238,619421,184.933,100.00,261
1239,619704,182.343,100.00,283
1240,620008,202.923,100.00,304
1241,620272,188.923,100.00,264
1242,620650,176.744,100.00,378
1243,620992,174.013,100.00,342
1244,621289,181.363,100.00,297
1245,621560,199.983,100.00,271
1246,621794,188.923,100.00,234
1247,622245,184.233,100.00,451
1248,622753,168.694,100.00,508
1249,623081,192.843,100.00,328
1250,623400,190.323,100.00,319
1251,623748,189.343,100.00,348
1252,624018,190.603,100.00,270
1253,624326,191.093,100.00,308
1254,624636,188.853,100.00,310
1255,625022,182.483,100.00,386
1256,625414,187.313,100.00,392
1257,625791,185.213,100.00,377
1258,626240,172.824,100.00,449
1259,626593,184.793,100.00,353
1260,627176,172.894,100.00,583
1261,627504,193.893,100.00,328
1262,627816,196.063,100.00,312
1263,628202,190.883,100.00,386
1264,628467,188.853,100.00,265
1265,628742,187.103,100.00,275
1266,628978,188.783,100.00,236
1267,629298,180.803,100.00,320
1268,629622,188.923,100.00,324
1269,629958,188.083,100.00,336
1270,630318,187.453,100.00,360
1271,630578,185.003,100.00,260
1272,630985,183.113,100.00,407
1273,631298,190.743,100.00,313
1274,631744,181.433,100.00,446
1275,632196,178.913,100.00,452
1276,632528,194.663,100.00,332
1277,632944,166.734,100.00,416
1278,633308,192.423,100.00,364
1279,633562,193.823,100.00,254
1280,633830,194.943,100.00,268
1281,634121,178.633,100.00,291
1282,634650,169.324,100.00,529
1283,634974,182.623,100.00,324
1284,635352,189.343,100.00,378
1285,635784,174.014,100.00,432
1286,636063,196.273,100.00,279
1287,636329,186.683,100.00,266
1288,636693,191.373,100.00,364
1289,637191,159.944,100.00,498
1290,637468,188.013,100.00,277
1291,637811,180.243,100.00,343
1292,638162,176.533,100.00,351
1293,638530,184.793,100.00,368
1294,638943,191.093,100.00,413
1295,639266,186.893,100.00,323
1296,639578,190.813,100.00,312
1297,639936,185.493,100.00,358
1298,640248,191.863,100.00,312
1299,640565,183.113,100.00,317
1300,640855,190.253,100.00,290
1301,641167,187.663,100.00,312
1302,641771,113.101,98.68,604
1303,642231,177.304,100.00,460
1304,642519,177.793,100.00,288
1305,643159,121.088,99.38,640
1306,643702,176.743,100.00,543
1307,644177,177.303,100.00,475
1308,644637,182.553,100.00,460
1309,645160,172.894,100.00,523
1310,645385,183.253,100.00,225
1311,645644,186.123,100.00,259
1312,645964,183.953,100.00,320
1313,646612,117.365,96.30,648
1314,646888,192.283,100.00,276
1315,647097,182.273,100.00,209
1316,647378,191.933,100.00,281
1317,647723,178.003,100.00,345
1318,648077,192.073,100.00,354
1319,648321,193.473,100.00,244
1320,648598,196.413,100.00,277
1321,648879,188.783,100.00,281
1322,649111,195.363,100.00,232
1323,649367,189.483,100.00,256
1324,649692,201.453,100.00,325
1325,650034,189.763,100.00,342
1326,650346,189.763,100.00,312
1327,650723,188.363,100.00,377
1328,650988,194.103,100.00,265
1329,651384,187.033,100.00,396
1330,651770,182.483,100.00,386
1331,652071,185.283,100.00,301
1332,652583,177.864,100.00,512
1333,653155,107.995,99.30,572
1334,653414,197.673,100.00,259
1335,653782,187.943,100.00,368
1336,654324,170.513,100.00,542
1337,654916,110.798,98.65,592
1338,655268,184.863,100.00,352
1339,655578,189.903,100.00,310
1340,655834,195.783,100.00,256
1341,656071,187.663,100.00,237
1342,656417,185.283,100.00,346
1343,656745,192.843,100.00,328
1344,657038,188.993,100.00,293
1345,657335,192.913,100.00,297
1346,657621,187.383,100.00,286
1347,657874,188.643,100.00,253
1348,658283,181.923,100.00,409
1349,658634,197.533,100.00,351
1350,658951,186.263,100.00,317
1351,659277,189.833,100.00,326
1352,659538,200.683,100.00,261
1353,659793,189.553,100.00,255
1354,660023,186.053,100.00,230
1355,660384,178.983,100.00,361
1356,660806,178.913,100.00,422
1357,661160,192.073,100.00,354
1358,661561,194.033,100.00,401
1359,661862,189.483,100.00,301
1360,662167,186.053,100.00,305
1361,662634,184.163,100.00,467
1362,663150,187.033,100.00,516
1363,663762,111.488,96.73,612
1364,664013,195.083,100.00,251
1365,664458,188.853,100.00,445
1366,665086,82.025,77.07,628
1367,665667,163.584,100.00,581
1368,666112,177.304,100.00,445
1369,666517,183.253,100.00,405
1370,666717,188.153,100.00,200
1371,667206,168.974,100.00,489
1372,667603,184.863,100.00,397
1373,667966,191.443,100.00,363
1374,668423,180.663,100.00,457
1375,668707,189.623,100.00,284
1376,669028,193.333,100.00,321
1377,669403,189.553,100.00,375
1378,669784,185.983,100.00,381
1379,670052,186.543,100.00,268
1380,670334,199.213,100.00,282
1381,670616,186.613,100.00,282
1382,670985,193.123,100.00,369
1383,671264,179.473,100.00,279
1384,671849,165.403,100.00,585
1385,672136,193.613,100.00,287
1386,672396,195.503,100.00,260
1387,672766,177.303,100.00,370
1388,673093,181.363,100.00,327
1389,673484,188.433,100.00,391
1390,673756,191.513,100.00,272
1391,674057,189.483,100.00,301
1392,674334,186.963,100.00,277
1393,674592,196.693,100.00,258
1394,674845,181.293,100.00,253
1395,675120,192.353,100.00,275
1396,675472,193.263,100.00,352
1397,675861,177.024,100.00,389
1398,676271,182.903,100.00,410
1399,676567,185.633,100.00,296
1400,676985,181.293,100.00,418
1401,677356,185.633,100.00,371
1402,677736,181.853,100.00,380
1403,678084,193.543,100.00,348
1404,678390,185.983,100.00,306
1405,678635,181.853,100.00,245
1406,678966,185.283,100.00,331
1407,679246,176.253,100.00,280
1408,679767,173.034,100.00,521
1409,680025,188.293,100.00,258
1410,680315,189.203,100.00,290
1411,680613,194.943,100.00,298
1412,680910,195.013,100.00,297
1413,681154,181.923,100.00,244
1414,681450,187.733,100.00,296
1415,681801,180.733,100.00,351
1416,682033,180.663,100.00,232
1417,682608,178.704,100.00,575
1418,682891,185.493,100.00,283
1419,683232,189.833,100.00,341
1420,683563,198.933,100.00,331
1421,683890,182.413,100.00,327
1422,684178,187.243,100.00,288
1423,684441,194.243,100.00,263
1424,684955,165.123,100.00,514
1425,685268,194.943,100.00,313
1426,685583,187.453,100.00,315
1427,685840,199.913,100.00,257
1428,686176,188.083,100.00,336
1429,686469,191.093,100.00,293
1430,686724,190.603,100.00,255
1431,687151,186.963,100.00,427
1432,687521,192.003,100.00,370
1433,687853,192.563,100.00,332
1434,688109,188.433,100.00,256
1435,688369,195.503,100.00,260
1436,688589,187.803,100.00,220
1437,688862,191.443,100.00,273
1438,689120,195.643,100.00,258
1439,689438,184.093,100.00,318
1440,689700,178.563,100.00,262
1441,690019,190.323,100.00,319
1442,690611,177.513,100.00,592
1443,691263,101.357,86.50,652
1444,691617,192.073,100.00,354
1445,692213,77.971,77.18,596
1446,692510,185.563,100.00,297
1447,692769,198.723,100.00,259
1448,693076,186.963,100.00,307
1449,693360,188.573,100.00,284
1450,693670,196.203,100.00,310
1451,693952,190.813,100.00,282
1452,694257,190.253,100.00,305
1453,694585,187.593,100.00,328
1454,694836,186.683,100.00,251
1455,695398,160.714,100.00,562
1456,695653,191.653,100.00,255
1457,696096,173.243,100.00,443
1458,696482,181.433,100.00,386
1459,696774,193.263,100.00,292
1460,697374,103.938,93.33,600
1461,697887,173.594,100.00,513
1462,698290,190.743,100.00,403
1463,698602,195.013,100.00,312
1464,698943,188.783,100.00,341
1465,699227,188.573,100.00,284
1466,699839,115.663,99.35,612
1467,700212,180.243,100.00,373
1468,700672,182.553,100.00,460
1469,700921,193.123,100.00,249
1470,701214,187.943,100.00,293
1471,701481,185.563,100.00,267
1472,701795,184.373,100.00,314
1473,702055,188.153,100.00,260
1474,702411,182.483,100.00,356
1475,702703,191.163,100.00,292
1476,702985,191.863,100.00,282
1477,703523,168.694,100.00,538
1478,703919,183.883,100.00,396
1479,704192,175.693,100.00,273
1480,704659,174.714,100.00,467
1481,704932,198.793,100.00,273
1482,705395,168.694,100.00,463
1483,706011,107.024,93.51,616
1484,706492,173.734,100.00,481
1485,706809,191.513,100.00,317
1486,707057,182.693,100.00,248
1487,707312,196.903,100.00,255
1488,707610,190.743,100.00,298
1489,707886,190.183,100.00,276
1490,708170,198.023,100.00,284
1491,708517,187.313,100.00,347
1492,708892,180.103,100.00,375
1493,709266,188.573,100.00,374
1494,709530,186.823,100.00,264
1495,709875,174.853,100.00,345
1496,710219,190.673,100.00,344
1497,710551,188.363,100.00,332
1498,710939,192.843,100.00,388
1499,711233,193.123,100.00,294
1500,711597,174.574,100.00,364
1501,711833,183.533,100.00,236
1502,712119,188.433,100.00,286
1503,712405,188.433,100.00,286
1504,712687,195.013,100.00,282
1505,713210,160.294,100.00,523
1506,713457,184.863,100.00,247
1507,713690,188.993,100.00,233
1508,714051,194.733,100.00,361
1509,714349,185.493,100.00,298
1510,714618,198.023,100.00,269
1511,714887,190.673,100.00,269
1512,715278,187.383,100.00,391
1513,715529,200.333,100.00,251
1514,715812,191.793,100.00,283
1515,716173,172.684,100.00,361
1516,716486,188.643,100.00,313
1517,716870,191.023,100.00,384
1518,717161,193.333,100.00,291
1519,717769,114.890,99.34,608
1520,718054,186.403,100.00,285
1521,718292,194.943,100.00,238
1522,718623,192.633,100.00,331
1523,718936,189.693,100.00,313
1524,719532,111.552,98.66,596
1525,719809,185.913,100.00,277
1526,720309,175.553,100.00,500
1527,720609,182.203,100.00,300
1528,720991,185.913,100.00,382
1529,721489,167.294,100.00,498
1530,721940,175.834,100.00,451
1531,722201,194.383,100.00,261
1532,722805,101.561,91.39,604
1533,723072,196.063,100.00,267
1534,723382,208.803,100.00,310
1535,723597,182.903,100.00,215
1536,723871,185.073,100.00,274
1537,724144,194.593,100.00,273
1538,724409,199.353,100.00,265
1539,724642,191.093,100.00,233
1540,725126,176.673,100.00,484
1541,725374,195.293,100.00,248
1542,725699,183.603,100.00,325
1543,726152,172.544,100.00,453
1544,726574,183.113,100.00,422
1545,726871,205.513,100.00,297
1546,727511,117.950,97.50,640
1547,727946,181.154,100.00,435
1548,728441,170.654,100.00,495
1549,728746,182.903,100.00,305
1550,729045,187.523,100.00,299
1551,729536,174.083,100.00,491
1552,729900,173.523,100.00,364
1553,730167,193.963,100.00,267
1554,730616,185.423,100.00,449
1555,730938,190.113,100.00,322
1556,731229,199.633,100.00,291
1557,731606,185.213,100.00,377
1558,731898,188.013,100.00,292
1559,732135,186.613,100.00,237
1560,732490,176.253,100.00,355
1561,732723,185.843,100.00,233
1562,733173,174.854,100.00,450
1563,733753,94.832,89.66,580
1564,734081,194.943,100.00,328
1565,734451,196.203,100.00,370
1566,734758,193.263,100.00,307
1567,735003,187.103,100.00,245
1568,735296,183.743,100.00,293
1569,735582,193.683,100.00,286
1570,735839,196.763,100.00,257
1571,736187,191.443,100.00,348
1572,736536,185.073,100.00,349
1573,736800,184.723,100.00,264
1574,737075,199.703,100.00,275
1575,737707,106.945,91.77,632
1576,738303,111.574,98.66,596
1577,738638,189.203,100.00,335
1578,739043,184.303,100.00,405
1579,739393,185.003,100.00,350
1580,739633,193.753,100.00,240
1581,740241,101.278,90.79,608
1582,740499,194.593,100.00,258
1583,740748,186.823,100.00,249
1584,741330,167.714,100.00,582
1585,741553,185.493,100.00,223
1586,741849,185.633,100.00,296
1587,742473,79.161,75.64,624
1588,742746,193.543,100.00,273
1589,742996,195.153,100.00,250
1590,743300,190.323,100.00,304
1591,743566,181.433,100.00,266
1592,743985,186.473,100.00,419
1593,744276,187.033,100.00,291
1594,744549,192.493,100.00,273
1595,744865,187.383,100.00,316
1596,745184,173.523,100.00,319
1597,745769,173.804,100.00,585
1598,746421,123.391,99.39,652
1599,746646,191.653,100.00,225
1600,746950,191.373,100.00,304
1601,747268,186.193,100.00,318
1602,747904,120.324,99.37,636
1603,748331,183.813,100.00,427
1604,748971,121.060,99.38,640
1605,749211,185.353,100.00,240
1606,749711,167.154,100.00,500
1607,750335,115.883,98.08,624
1608,750915,108.482,98.62,580
1609,751358,186.893,100.00,443
1610,751970,108.342,94.77,612
1611,752213,179.893,100.00,243
1612,752497,180.173,100.00,284
1613,752858,180.033,100.00,361
1614,753502,115.542,95.65,644
1615,753867,183.953,100.00,365
1616,754264,173.314,100.00,397
1617,754721,180.664,100.00,457
1618,755262,185.283,100.00,541
1619,755724,185.563,100.00,462
1620,756282,169.394,100.00,558
1621,756851,168.624,100.00,569
1622,757519,125.425,98.80,668
1623,757821,192.563,100.00,302
1624,758433,105.198,92.81,612
1625,759069,119.261,98.74,636
1626,759685,65.024,67.53,616
1627,760309,114.849,97.44,624
1628,760877,100.912,95.07,568
1629,761505,89.378,81.53,628
1630,761789,180.173,100.00,284
1631,762066,195.363,100.00,277
1632,762347,188.783,100.00,281
1633,762951,106.811,94.70,604
1634,763389,179.893,100.00,438
1635,763782,181.993,100.00,393
1636,764090,188.993,100.00,308
1637,764453,184.093,100.00,363
1638,764771,201.943,100.00,318
1639,765093,183.813,100.00,322
1640,765375,189.763,100.00,282
1641,765743,184.793,100.00,368
1642,765978,192.003,100.00,235
1643,766356,168.343,100.00,378
1644,766703,197.813,100.00,347
1645,767098,192.353,100.00,395
1646,767446,190.393,100.00,348
1647,767881,190.603,100.00,435
1648,768149,188.643,100.00,268
1649,768408,186.123,100.00,259
1650,768754,185.283,100.00,346
1651,769095,195.083,100.00,341
1652,769460,182.903,100.00,365
1653,769755,185.703,100.00,295
1654,770037,189.763,100.00,282
1655,770314,179.613,100.00,277
1656,770582,191.793,100.00,268
1657,770898,184.233,100.00,316
1658,771230,181.013,100.00,332
1659,771560,192.703,100.00,330
1660,771830,185.353,100.00,270
1661,772170,194.103,100.00,340
1662,772451,174.083,100.00,281
1663,772708,177.863,100.00,257
1664,773089,175.483,100.00,381
1665,773415,195.083,100.00,326
1666,773840,182.903,100.00,425
1667,774156,173.733,100.00,316
1668,774571,183.603,100.00,415
1669,775227,116.827,95.12,656
1670,775546,194.523,100.00,319
1671,775942,172.333,100.00,396
1672,776258,189.483,100.00,316
1673,776671,178.494,100.00,413
1674,776974,183.043,100.00,303
1675,777370,183.883,100.00,396
1676,777656,191.583,100.00,286
1677,777958,187.313,100.00,302
1678,778245,182.063,100.00,287
1679,778519,181.923,100.00,274
1680,778794,181.853,100.00,275
1681,779060,184.583,100.00,266
1682,779444,188.923,100.00,384
1683,779724,184.653,100.00,280
1684,780000,181.783,100.00,276
1685,780438,190.393,100.00,438
1686,780849,188.083,100.00,411
1687,781482,176.744,100.00,633
1688,781798,186.333,100.00,316
1689,782173,183.253,100.00,375
1690,782427,195.923,100.00,254
1691,782699,202.013,100.00,272
1692,783024,196.203,100.00,325
1693,783318,194.173,100.00,294
1694,783755,170.513,100.00,437
1695,784110,169.953,100.00,355
1696,784386,187.033,100.00,276
1697,784652,182.483,100.00,266
1698,784985,192.493,100.00,333
1699,785601,115.424,98.70,616
1700,785920,192.423,100.00,319
1701,786524,113.120,98.68,604
1702,786830,190.183,100.00,306
1703,787076,191.233,100.00,246
1704,787397,184.933,100.00,321
1705,787671,185.073,100.00,274
1706,787901,194.453,100.00,230
1707,788184,191.793,100.00,283
1708,788585,186.683,100.00,401
1709,789053,177.794,100.00,468
1710,789709,122.062,98.17,656
1711,790056,179.963,100.00,347
1712,790314,196.693,100.00,258
1713,790731,180.313,100.00,417
1714,790998,189.763,100.00,267
1715,791276,199.493,100.00,278
1716,791880,105.761,94.04,604
1717,792217,192.213,100.00,337
1718,792793,106.665,97.92,576
1719,793067,186.123,100.00,274
1720,793430,169.393,100.00,363
1721,793735,194.453,100.00,305
1722,793995,191.303,100.00,260
1723,794324,189.623,100.00,329
1724,794720,181.783,100.00,396
1725,795120,185.703,100.00,400
1726,795457,184.863,100.00,337
1727,795826,181.573,100.00,369
1728,796146,195.503,100.00,320
1729,796480,186.123,100.00,334
1730,797128,119.459,97.53,648
1731,797752,101.214,89.10,624
1732,798364,115.688,99.35,612
1733,798642,198.443,100.00,278
1734,799003,190.533,100.00,361
1735,799257,184.373,100.00,254
1736,799873,114.359,98.05,616
1737,800187,191.723,100.00,314
1738,800517,189.553,100.00,330
1739,800830,186.543,100.00,313
1740,801191,183.183,100.00,361
1741,801432,187.383,100.00,241
1742,801771,181.573,100.00,339
1743,802045,179.823,100.00,274
1744,802276,191.233,100.00,231
1745,802679,184.443,100.00,403
1746,803059,187.103,100.00,380
1747,803629,165.404,100.00,570
1748,803990,187.383,100.00,361
1749,804288,187.593,100.00,298
1750,804640,190.113,100.00,352
1751,804916,180.733,100.00,276
1752,805364,180.243,100.00,448
1753,805661,184.513,100.00,297
1754,805997,187.033,100.00,336
1755,806258,185.983,100.00,261
1756,806601,190.743,100.00,343
1757,807095,171.773,100.00,494
1758,807398,189.343,100.00,303
1759,807778,180.803,100.00,380
1760,808065,193.613,100.00,287
1761,808340,181.853,100.00,275
1762,808705,177.654,100.00,365
1763,809032,188.713,100.00,327
1764,809269,192.913,100.00,237
1765,809521,186.613,100.00,252
1766,809954,189.693,100.00,433
1767,810257,191.443,100.00,303
1768,810487,179.753,100.00,230
1769,810775,195.643,100.00,288
1770,811143,184.793,100.00,368
1771,811428,197.953,100.00,285
1772,811708,192.003,100.00,280
1773,812002,196.273,100.00,294
1774,812297,186.753,100.00,295
1775,812893,100.018,91.28,596
1776,813473,97.991,91.72,580
1777,813755,197.113,100.00,282
1778,814027,197.813,100.00,272
1779,814615,73.290,74.83,588
1780,815007,178.913,100.00,392
1781,815303,197.183,100.00,296
1782,815657,193.123,100.00,354
1783,816007,191.303,100.00,350
1784,816319,186.613,100.00,312
1785,816635,181.083,100.00,316
1786,816854,185.773,100.00,219
1787,817148,180.523,100.00,294
1788,817600,178.913,100.00,452
1789,817827,193.613,100.00,227
1790,818087,188.153,100.00,260
1791,818715,84.128,78.34,628
1792,819014,198.023,100.00,299
1793,819322,188.993,100.00,308
1794,819605,187.593,100.00,283
1795,819947,185.563,100.00,342
1796,820198,186.683,100.00,251
1797,820469,192.633,100.00,271
1798,820798,186.473,100.00,329
1799,821206,179.893,100.00,408
1800,821561,194.103,100.00,355
1801,821920,193.823,100.00,359
1802,822229,197.323,100.00,309
